2026-05-03 08:08:28,264 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0000', 'round': 1}
2026-05-04 00:45:12,831 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0046', 'round': 1}
2026-05-04 00:49:25,899 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0047', 'round': 1}
2026-05-04 00:49:30,170 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 2/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0047', 'round': 1}
2026-05-04 01:04:50,268 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0051', 'round': 1}
2026-05-04 02:17:25,106 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0071', 'round': 1}
2026-05-04 02:17:29,643 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 2/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0071', 'round': 1}
2026-05-04 02:17:36,262 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 3/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0071', 'round': 1}
2026-05-04 03:25:33,876 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0090', 'round': 1}
2026-05-04 03:49:42,815 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0097', 'round': 1}
2026-05-04 03:49:46,993 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 2/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0097', 'round': 1}
2026-05-04 04:05:03,265 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0100', 'round': 1}
2026-05-04 04:05:33,807 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0100', 'round': 1}
2026-05-04 04:05:37,497 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 2/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0100', 'round': 1}
2026-05-04 04:05:43,985 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 3/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0100', 'round': 1}
2026-05-04 04:07:39,865 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0100', 'round': 1}
2026-05-04 04:22:50,249 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0038', 'round': 1}
2026-05-04 04:38:08,571 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0023', 'round': 1}
2026-05-04 04:38:12,272 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 2/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0023', 'round': 1}
2026-05-04 04:38:18,243 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 3/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0023', 'round': 1}
2026-05-04 04:38:28,330 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 4/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0023', 'round': 1}
2026-05-04 04:38:46,376 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 5/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0023', 'round': 1}
2026-05-04 04:39:53,425 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0023', 'round': 1}
2026-05-04 04:39:58,018 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 2/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0023', 'round': 1}
2026-05-04 04:40:04,234 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 3/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0023', 'round': 1}
2026-05-04 04:40:14,315 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 4/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'mmlupro_0023', 'round': 1}
2026-05-04 04:53:46,207 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0071', 'round': 1}
2026-05-04 04:55:06,278 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={'question_id': 'gsm8k_0071', 'round': 1}
2026-05-04 08:10:23,867 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={}
2026-05-04 08:43:01,027 [ERROR] platos_ship.api_failures: DeepSeek unexpected error: TypeError: 'NoneType' object is not subscriptable, metadata={'question_id': 'mmlupro_0070', 'round': 1, 'condition': 'C5'}
2026-05-04 08:53:45,558 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={}
2026-05-04 08:53:50,289 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 2/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={}
2026-05-04 09:18:32,075 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={}
2026-05-04 09:18:36,155 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 2/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={}
2026-05-04 09:18:42,032 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 3/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={}
2026-05-04 09:38:03,336 [WARNING] platos_ship.api_failures: OpenRouter error (attempt 1/6): RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'google/gemma-3-4b-it is temporarily rate-limited upstream. Please retry shortly, or add your own ke, metadata={}
